TOOLTIP_AFFECT_VOTEFORBONUS	Voteazã pentru bonus
TOOLTIP_AUTO_POTION_HP	Elixír Slunce
TOOLTIP_AUTO_POTION_REST	Zbıvá: %.2f%%
TOOLTIP_AUTO_POTION_SP	Elixír Mìsíce
TOOLTIP_AUTO_POTION_USING	Aktivní
TOOLTIP_AUTO_SYSTEM_PRIMIUM	Automatickı lov	SNA
TOOLTIP_BATTLE_POTION	Váleènı lektvar bitevní zóny	SNA
TOOLTIP_BOW_DISTANCE	Dosah luku +%dm	SA
TOOLTIP_BUYPRICE	%s
TOOLTIP_CAST_SPEED	Rychlost kouzla +%d%%	SA
TOOLTIP_CON	Vitalita +%d	SA
TOOLTIP_COSTUME_ATTR_BONUS	Bonus za kostım %d%%	SA
TOOLTIP_DAMAGE_HP_RECOVERY	Absorbuje %d%% poškození jako ZB	SA
TOOLTIP_DAMAGE_SP_RECOVERY	Absorbuje %d%% poškození jako MB	SA
TOOLTIP_DEF_GRADE	Obrana +%d	SA
TOOLTIP_DEX	Pohyblivost +%d	SA
TOOLTIP_DS_SET	Nastavení efektu DSS	SNA
TOOLTIP_EAR	Náušnice
TOOLTIP_ENERGY	Energie %d	SA
TOOLTIP_ETC	atd.
TOOLTIP_EXP_BONUS_EVENT	BZK +%d%%	SA
TOOLTIP_FIFTH_ATTRIBUTE_BONUS	5. bonus : +%d%%	SA
TOOLTIP_FIRST_ATTRIBUTE_BONUS	1. bonus : +%d%%	SA
TOOLTIP_FISHINGROD_EXP	Body: %d / %d
TOOLTIP_FISHINGROD_LEVEL	Úroveò: %d
TOOLTIP_FISHINGROD_UPGRADE1	Dát rybáøovi
TOOLTIP_FISHINGROD_UPGRADE2	abys dostal
TOOLTIP_FISHINGROD_UPGRADE3	zlepšenou udici
TOOLTIP_FISH_LEN	Délka: %.2fcm
TOOLTIP_FOURTH_ATTRIBUTE_BONUS	4. bonus : +%d%%	SA
TOOLTIP_GUILD_SKILL_ACCEL	Zrychlení +%d	SA
TOOLTIP_GUILD_SKILL_BLESS	Poehnání draèího boha +%d	SA
TOOLTIP_GUILD_SKILL_BLOOD	Krev draèího boha +%d	SA
TOOLTIP_GUILD_SKILL_BUNNO	Hnìv draèího boha +%d%%	SA
TOOLTIP_GUILD_SKILL_JUMUN	Pomoc ke kouzlu +%d%%	SA
TOOLTIP_GUILD_SKILL_SEONGHWI	Svatá vızbroj +%d	SA
TOOLTIP_HALLOWEEN_EVENT_BUFF	+20 % zisk BZK | +5 % padání pøedmìtù | +10 % síla proti monstrùm	SNA
TOOLTIP_HELMET	Pøílba
TOOLTIP_HIT_BUFF_ENCHANT_DARK	Získej Sílu temnoty na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_EARTH	Získej Sílu Zemì na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_ELEC	Získej Sílu blesku na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_FIRE	Získej Sílu ohnì na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_ICE	Získej Sílu ledu na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_ENCHANT_WIND	Získej Sílu vìtru na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_DARK	Získej Odolnost proti temnotì na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_EARTH	Získej Odolnost proti Zemi na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_ELEC	Získej Odolnost proti blesku na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_FIRE	Získej Odolnost proti ohni na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_ICE	Získej Odolnost proti ledu na %d vteøin boje	SA
TOOLTIP_HIT_BUFF_RESIST_WIND	Získej Odolnost proti vìtru na %d vteøin boje	SA
TOOLTIP_HP_REGEN	Obnovení ZB +%d%%	SA
TOOLTIP_INT	Inteligence +%d	SA
TOOLTIP_ITEM_ATT_GRADE	Hodnota útoku %d
TOOLTIP_ITEM_ATT_POWER	Hodnota útoku %d - %d
TOOLTIP_ITEM_ATT_POWER_ONE_ARG	Hodnota útoku %d
TOOLTIP_ITEM_ATT_POWER_REFINE	Hodnota útoku %d - %d (+%d)
TOOLTIP_ITEM_ATT_SPEED	Rychlost útoku %s
TOOLTIP_ITEM_DEF_GRADE	Obrana %d
TOOLTIP_ITEM_FAST	Rychle
TOOLTIP_ITEM_LIMIT_CON	Horní hranice vitality: %d
TOOLTIP_ITEM_LIMIT_DEX	Horní hranice pohyblivosti: %d
TOOLTIP_ITEM_LIMIT_INT	Horní hranice inteligence: %d
TOOLTIP_ITEM_LIMIT_LEVEL	Od úrovnì: %d
TOOLTIP_ITEM_LIMIT_STR	Horní hranice síly: %d
TOOLTIP_ITEM_MAGIC_ATT_POWER	Magická hodnota útoku %d - %d
TOOLTIP_ITEM_MAGIC_ATT_POWER_ONE_ARG	Magická hodnota útoku %d
TOOLTIP_ITEM_MAGIC_DEF_POWER	Magická obrana %d
TOOLTIP_ITEM_NORMAL	Normální
TOOLTIP_ITEM_SLOW	Pomalu
TOOLTIP_ITEM_VERY_FAST	Velmi rychle
TOOLTIP_ITEM_VERY_SLOW	Velmi pomalu
TOOLTIP_ITEM_WEARABLE_JOB	[ Lze vyzbrojit ]
TOOLTIP_LOTTERY_STEP_NUMBER	%d
TOOLTIP_LOTTO_NUMBER	Šastné èíslo: %d
TOOLTIP_MAGIC_ATTBONUS_PER	Magickı útok +%d%%	SA
TOOLTIP_MAGIC_ATT_GRADE	Magická hodnota útoku +%d	SA
TOOLTIP_MAGIC_DEF_GRADE	Magická obrana +%d	SA
TOOLTIP_MALL_AUTOLOOT	Yangy se automaticky sesbírají.	SNA
TOOLTIP_MALL_DEFBONUS	Obrana +%d%%	SA
TOOLTIP_MALL_DEFBONUS_STATIC	Obrana	SNA
TOOLTIP_MALL_EXPBONUS	BZK +%d%%	SA
TOOLTIP_MALL_EXPBONUS_P_STATIC	iCafe bonus BZK +%d%%	SA
TOOLTIP_MALL_EXPBONUS_STATIC	O 50 % víc BZK	SNA
TOOLTIP_MALL_FISH_MIND	Šance ulovit rybu je zvıšena.	SNA
TOOLTIP_MALL_GOLDBONUS	Šance na spadlé Yangy zvıšena o %d%%	SA
TOOLTIP_MALL_GOLDBONUS_STATIC	Dvojitá šance na spadlé Yangy	SNA
TOOLTIP_MALL_ITEMBONUS	Šance na spadlé pøedmìty zvıšena o %d%%	SA
TOOLTIP_MALL_ITEMBONUS_P_STATIC	iCafe šance na padnutí pøedmìtu plus %.1f%%	SA
TOOLTIP_MALL_ITEMBONUS_STATIC	Šance na spadlé pøedmìty zvıšena o 200 %.	SNA
TOOLTIP_MALL_MARRIAGE_FAST	Body za lásku narùstají rychleji.	SNA
TOOLTIP_MALL_SAFEBOX	Na skladì je k dispozici více místa.	SNA
TOOLTIP_MAX_HP	Max. ZB +%d	SA
TOOLTIP_MAX_HP_PCT	Max. ZB +%d%%	SA
TOOLTIP_MAX_SP	Max. MB +%d	SA
TOOLTIP_MAX_SP_PCT	Max. MB +%d%%	SA
TOOLTIP_MAX_STAMINA	Max. vytrvalost +%d	SA
TOOLTIP_MEMORIZED_POSITION	%s(%d, %d)
TOOLTIP_MEMORIZED_POSITION_ERROR	Chyba v GPS(%d, %d)
TOOLTIP_MORE_THEN_HP90_DAMAGE_REDUCE	Obdrené poškození se sniuje o %d%% pokud máš +90%% ZB	SA
TOOLTIP_MOV_SPEED	Rychlost pohybu %d%%	SA
TOOLTIP_NECK	Náhrdelník
TOOLTIP_NEED_ALL_SP	Potøebné MB: max.
TOOLTIP_NEED_GSP	Potøebnı draèí duch: %d
TOOLTIP_NEED_HP	Potøebné ZB: %d
TOOLTIP_NEED_HP_PER_SEC	ZB / sek:  %d
TOOLTIP_NEED_SKILL_POINT	Potøebné SB:
TOOLTIP_NEED_SP	Potøebné MB: %d
TOOLTIP_NEED_SP_PER_SEC	MB / sek:  %d
TOOLTIP_NEXT_SKILL_LEVEL_1	Pøíští úroveò: %d (max. %d)
TOOLTIP_NEXT_SKILL_LEVEL_2	Pøíští úroveò: %d (max. %d-%d)
TOOLTIP_NORMAL_DAMAGE_GUARD	%d%% šance zblokovat poškození	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS	Prùmìrná škoda %d%%	SA
TOOLTIP_NORMAL_HIT_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% poškození proti bossùm	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS	Prùmìrná odolnost proti škodì %d%%	SA
TOOLTIP_NORMAL_HIT_DEFEND_BONUS_BOSS_OR_MORE	-%d%% poškození od bossù	SA
TOOLTIP_PARTY_INFO_GRADE_UP1	Více ne %d èlenù skupiny
TOOLTIP_PARTY_INFO_GRADE_UP2	Stupeò útoku +%d
TOOLTIP_PARTY_INFO_GRADE_UP3	Stupeò obrany +%d
TOOLTIP_PARTY_INFO_HEAL_18_LEVEL	Obnovit jednou za 60 min. ZB/MB všech èlenù skupiny.
TOOLTIP_PARTY_INFO_HEAL_40_LEVEL	Jednou za 30 min. obnovit ZB/MB všech èlenù skupiny.
TOOLTIP_PARTY_INFO_RECALL_12_LEVEL	Musíš poèkat tøi minuty po smrti èlenu skupiny.
TOOLTIP_PARTY_INFO_RECALL_20_LEVEL	Mùeš kdykoliv zavolat k sobì èleny skupiny na stejném serveru.
TOOLTIP_PARTY_INFO_SET_ATTACKER	Stupeò útoku +(poèet èlenù skupiny/2) Lze zvolit útoèníky %d.
TOOLTIP_PARTY_INFO_SET_TANKER	Stupeò obrany +(poèet èlenù skupiny). Lze zvolit bojovníky zblízka 1.
TOOLTIP_PARTY_SKILL_LEVEL	Aktuální úroveò: %d
TOOLTIP_PARTY_TITLE_GRADE_UP	[Útok/obrana zlepšen(a)]
TOOLTIP_PARTY_TITLE_HEAL	[Obnovit]
TOOLTIP_PARTY_TITLE_INFO_BONUS_EXP	Pokud máš více ne %d èlenù skupiny, obdríš bonusové BZK %d%%.
TOOLTIP_PARTY_TITLE_MEMBER_BONUS_EXP	[Bonusové BZK]
TOOLTIP_PARTY_TITLE_RECALL	[Pøivolat]
TOOLTIP_PARTY_TITLE_SET_ATTACKER	[Urèit útoèníky]
TOOLTIP_PARTY_TITLE_SET_TANKER	[Urèit bojovníky zblízka]
TOOLTIP_PEPSI_EVENT	Bonus 5 % BZK a o 5 % vyšší šance na padnutí pøedmìtu.	SNA
TOOLTIP_PICK_EXP	Body: %d / %d
TOOLTIP_PICK_LEVEL	Úroveò: %d
TOOLTIP_PICK_UPGRADE1	Dát døevorubci
TOOLTIP_PICK_UPGRADE2	abys dostal lepší
TOOLTIP_PICK_UPGRADE3	kopáè.
TOOLTIP_POTION_CURE	Dát negativní efekty do pùvodního stavu.
TOOLTIP_POTION_MIN	min.
TOOLTIP_POTION_PLUS_ATTACK_SPEED	Rychlost útoku: +%d
TOOLTIP_POTION_PLUS_ATTBONUS_MONSTER	BONUS ÚTOKU NA PØÍŠERY: +%d%%
TOOLTIP_POTION_PLUS_ATT_POINT	ÚTOK: +%d
TOOLTIP_POTION_PLUS_ATT_POINT_PER	ÚTOK: +%d%%
TOOLTIP_POTION_PLUS_DEF_POINT	OBRANA: +%d
TOOLTIP_POTION_PLUS_DEX_POINT	POH: +%d
TOOLTIP_POTION_PLUS_EXP_BONUS	BZK: +%d%%
TOOLTIP_POTION_PLUS_HIT_DEFEND_POINT	SNÍENÍ POŠKOZENÍ: +%d%%
TOOLTIP_POTION_PLUS_HP_PERCENT	ZB: +%d%%
TOOLTIP_POTION_PLUS_HP_POINT	ZB: +%d
TOOLTIP_POTION_PLUS_MOVING_SPEED	Rychlost pohybu: +%d
TOOLTIP_POTION_PLUS_RESIST_DARK	ODOLNOST PROTI TEMNOTÌ: +%d%%
TOOLTIP_POTION_PLUS_RESIST_EARTH	ODOLNOST PROTI ZEMI: +%d%%
TOOLTIP_POTION_PLUS_RESIST_ICE	ODOLNOST PROTI LEDU: +%d%%
TOOLTIP_POTION_PLUS_RESIST_MAGIC	ODOLNOST PROTI MAGII: +%d%%
TOOLTIP_POTION_PLUS_SP_PERCENT	MB: +%d%%
TOOLTIP_POTION_PLUS_SP_POINT	MB: +%d
TOOLTIP_POTION_PLUS_STR_POINT	SÍLA: +%d
TOOLTIP_POTION_SEC	sek.
TOOLTIP_POTION_TIME	Doba:
TOOLTIP_PVP_TOURNAMENT_ENTER	Pøidat se k PvP turnaji
TOOLTIP_PVP_TOURNAMENT_EXPBONUS	BZK z PvP turnaje +%d%%	SA
TOOLTIP_REQUIREMENT_21_LEVEL	Musíš nejdøív dosáhnout úrovnì 21
TOOLTIP_REQUIREMENT_41_LEVEL	Musíš nejdøív dosáhnout úrovnì 41
TOOLTIP_REQUIREMENT_LEVEL	Musíš nejdøív dosáhnout úrovnì %d
TOOLTIP_REQUIREMENT_SKILL_LEVEL	Je zapotøebí %s úroveò %d
TOOLTIP_REQUIREMENT_STAT_LEVEL	Je zapotøebí %s %d
TOOLTIP_RESIST_BOW	Obrana proti šípùm %d%%	SA
TOOLTIP_RESIST_DARK	Odolnost vùèi temnotì +%d%%	SA
TOOLTIP_RESIST_EARTH	Odolnost Zemi +%d%%	SA
TOOLTIP_RESIST_ELEC	Odolnost proti blesku +%d%%	SA
TOOLTIP_RESIST_FIRE	Odolnost proti ohni +%d%%	SA
TOOLTIP_RESIST_ICE	Odolnost ledu +%d%%	SA
TOOLTIP_RESIST_MAGIC	Odolnost proti magii +%d%%	SA
TOOLTIP_RESIST_MAGIC_REDUCTION	Prùnik kouzla +%d%%	SA
TOOLTIP_REST_USABLE_COUNT	Zbıvá: %d
TOOLTIP_SEALED	Duševní pouto
TOOLTIP_SEASON_PVE_BUFF	Zvıší tvojí hodnotu útoku proti monstrùm o 40 % po dobu 10 minut.	SNA
TOOLTIP_SEASON_RANKING_BUFF	Zvıší hodnostní body o 20 % po dobu 10 minut.	SNA
TOOLTIP_SECOND_ATTRIBUTE_BONUS	2. bonus +%d%%	SA
TOOLTIP_SELLPRICE	Cena: %s
TOOLTIP_SET_ITEM	Nastavit bonus	SNA
TOOLTIP_SHAMAN	Šaman
TOOLTIP_SHIELD	Štít
TOOLTIP_SHOES	Boty
TOOLTIP_SKILL	Schopnost	SNA
TOOLTIP_SKILLBOOK_NAME	Kniha schopností
TOOLTIP_SKILL_AFFECT_ATT_GRADE	Hodnota útoku: +
TOOLTIP_SKILL_AFFECT_ATT_POWER	Hodnota útoku:
TOOLTIP_SKILL_AFFECT_ATT_SPEED	Rychlost útoku: +
TOOLTIP_SKILL_AFFECT_DEF_GRADE	Obrana:
TOOLTIP_SKILL_AFFECT_DODGE	Soupeøova hodnota útoku:
TOOLTIP_SKILL_AFFECT_HEAL	Obnovit ZB:
TOOLTIP_SKILL_AFFECT_MOV_SPEED	Rychlost pohybu: +
TOOLTIP_SKILL_AFFECT_REFLECT_MELEE	Šance odrazit tìlesnı útok:
TOOLTIP_SKILL_AFFECT_RESIST_NORMAL	Odolnost proti tìlesné újmì:
TOOLTIP_SKILL_COOL_TIME	Doba nabíjení:
TOOLTIP_SKILL_DAMAGE_AMSEOP	Bonus za Léèku +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BIPABU	Poškození za Létající talisman +%d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS	Poškození schopností: %d%%	SA
TOOLTIP_SKILL_DAMAGE_BONUS_BOSS_OR_MORE	+%d%% poškození schopností proti bossùm	SA
TOOLTIP_SKILL_DAMAGE_BYEURAK	Poškození z Volání blesku +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAIN	Poškození za Bleskovı dráp +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHARYUN	Poškození za Víøení kordù +%d%%	SA
TOOLTIP_SKILL_DAMAGE_CHAYEOL	Poškození za Trhání +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GEOMPUNG	Poškození za Ránu meèem +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGONGCHAM	Poškození za Prùraz +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GIGUNG	Poškození za Otrávenı šíp +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GONGDAB	Poškození za Vlèí spár +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GUNGSIN	Poškození za Bleskovı útok +%d%%	SA
TOOLTIP_SKILL_DAMAGE_GYOKSAN	Poškození za Prudkou ránu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAJO	Poškození za Ohnivı šíp +%d%%	SA
TOOLTIP_SKILL_DAMAGE_HWAYEOMPOK	Poškození za Ránu plameny +%d%%	SA
TOOLTIP_SKILL_DAMAGE_KWANKYEOK	Poškození za Smrš šípù +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MAHWAN	Poškození za Tmavı kámen +%d%%	SA
TOOLTIP_SKILL_DAMAGE_MARYUNG	Poškození za Temnou ránu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_NOEJEON	Poškození za Bleskovı vrh +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PABEOB	Poškození za Zrušit kouzlo +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PAERYONG	Poškození za Øev drakù +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PALBANG	Poškození za Smrš meèe +%d%%	SA
TOOLTIP_SKILL_DAMAGE_PASWAE	Poškození za Vlèí dráp +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SALPOONG	Poškození za Vlèí dech +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SAMYEON	Poškození za Trojcestnı støih +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SANGONG	Poškození za Jedovatı oblak +%d%%	SA
TOOLTIP_SKILL_DAMAGE_SWAERYUNG	Poškození za Ránu prstem +%d%%	SA
TOOLTIP_SKILL_DAMAGE_TANHWAN	Poškození za Pádit +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YEONSA	Poškození za Opakovanou støelbu +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGBI	Poškozením za Støílení na draky +%d%%	SA
TOOLTIP_SKILL_DAMAGE_YONGKWON	Poškození za Draèí vír +%d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS	Odolnost proti poškození schopností %d%%	SA
TOOLTIP_SKILL_DEFEND_BONUS_BOSS_OR_MORE	-%d%% poškození schopností od bossù	SA
TOOLTIP_SKILL_DURATION	Doba trvání: %d vteøin
TOOLTIP_SKILL_DURATION_INCREASE_EUNHYUNG	Doba trvání Zamaskování +%d vteøin	SA
TOOLTIP_SKILL_DURATION_INCREASE_GEOMKYUNG	Doba trvání Aury meèe +%d vteøin	SA
TOOLTIP_SKILL_DURATION_INCREASE_GYEONGGONG	Doba trvání Našlapování polehouèku +%d vteøin	SA
TOOLTIP_SKILL_DURATION_INCREASE_JEOKRANG	Doba trvání Duše purpurového vlka +%d vteøin	SA
TOOLTIP_SKILL_FORGET_BOOK_NAME	Kniha zapomnìní
TOOLTIP_SKILL_LEVEL	Aktuální úroveò: %d
TOOLTIP_SKILL_LEVEL_MASTER	Aktuální úroveò: %d (mistr)
TOOLTIP_SKILL_LEVEL_WITH_MAX	Aktuální úroveò: %d (max. %d)
TOOLTIP_SOCKET_EMPTY	Prázdnı
TOOLTIP_SOCKET_REFINABLE_ITEM	[Pøedmìt s úchytem]
TOOLTIP_SP_REGEN	Obnovení MB +%d%%	SA
TOOLTIP_STR	Síla +%d	SA
TOOLTIP_SURA	Sura
TOOLTIP_THIRD_ATTRIBUTE_BONUS	3. bonus +%d%%	SA
TOOLTIP_TIME_CHARGER_FIX	Èas nabíjení %d vteøin.	SA
TOOLTIP_TIME_CHARGER_PER	Èas nabíjení %d%%	SA
TOOLTIP_UNIQUE	Jedineènı
TOOLTIP_UNSEAL_LEFT_TIME	Zrušení duševního pouta za: %dH %dM
TOOLTIP_USE_SKILL_AMSEOP_HP_ABSORB	Absorbuje %d%% ZB s Léèkou	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Létajícího talismanu: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_BIPABU_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Létajícího talismanu: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_BYEURAK_HP_ABSORB	Absorbuje a %d%% ZB s Voláním blesku	SA
TOOLTIP_USE_SKILL_CHAIN_HP_ABSORB	Absorbuje %d%% ZB s Bleskovım drápem	SA
TOOLTIP_USE_SKILL_CHARYUN_STUN	%d%% šance na omráèení s Víøením kordù	SA
TOOLTIP_USE_SKILL_CHAYEOL_CRITICAL_PCT	Zvyšuje šanci kritického úderu na %d vteøin s Trháním	SA
TOOLTIP_USE_SKILL_CHAYEOL_HP_ABSORB	Absorbuje %d%% ZB s Trháním	SA
TOOLTIP_USE_SKILL_CHEONGRANG_CASTING_SPEED	Zvyšuje rychlost kouzel na %d vteøin s Duší modrého vlka	SA
TOOLTIP_USE_SKILL_CHEONGRANG_MOV_SPEED	Zvyšuje rychlost pohybu na %d vteøin s Duší modrého vlka	SA
TOOLTIP_USE_SKILL_CHUNKEON_CASTING_SPEED	Zvyšuje rychlost kouzel na %d vteøin se Silnım tìlem	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Rány meèem: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_GEOMPUNG_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Rány meèem: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_GICHEON_ATT_GRADE_BONUS	Bonus k útoku na %d vteøin s Pomocí draka	SA
TOOLTIP_USE_SKILL_GIGONGCHAM_STUN	%d%% šance na omráèení s Prùrazem	SA
TOOLTIP_USE_SKILL_GIGUNG_ATT_GRADE_BONUS	Bonus k útoku na %d vteøin s Otrávenım šípem	SA
TOOLTIP_USE_SKILL_GIHYEOL_ATT_GRADE_BONUS	Bonus k útoku na %d vteøin se Sílou ivota	SA
TOOLTIP_USE_SKILL_GONGDAB_KNOCKBACK	%d%% šance na odraení s Vlèím spárem	SA
TOOLTIP_USE_SKILL_GONGDAB_STUN	%d%% šance na omráèení s Vlèím spárem	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Bleskového útoku: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_GUNGSIN_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Bleskového útoku: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_GWIGEOM_DEF_BONUS	Bonus k obranì na %d vteøin se Zaèarovanou èepelí	SA
TOOLTIP_USE_SKILL_GYOKSAN_KNOCKBACK	%d%% šance na odraení s Prudkou ránou	SA
TOOLTIP_USE_SKILL_HOSIN_DEF_BONUS	Bonus k obranì na %d vteøin s Poehnáním	SA
TOOLTIP_USE_SKILL_HWAYEOMPOK_KNOCKBACK	%d%% šance na odraení s Ránou plameny	SA
TOOLTIP_USE_SKILL_JEOKRANG_DEF_BONUS	Bonus k obranì na %d vteøin s Duší purpurového vlka	SA
TOOLTIP_USE_SKILL_JEONGEOP_ATT_GRADE_BONUS	Bonus k útoku na %d vteøin s Léèením	SA
TOOLTIP_USE_SKILL_JEUNGRYEOK_DEF_BONUS	Bonus k obranì na %d vteøin s Útokem+	SA
TOOLTIP_USE_SKILL_KWANKYEOK_KNOCKBACK	%d%% šance na odraení se Smrští šípù	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Smrštì šípù: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_KWANKYEOK_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Smrštì šípù: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_MAHWAN_STUN	%d%% šance na omráèení s Tmavım kamenem	SA
TOOLTIP_USE_SKILL_MANASHILED_CASTING_SPEED	Zvyšuje rychlost kouzel na %d vteøin se Temnou ochranou	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Temné rány: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_MARYUNG_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Temné rány: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_MUYEONG_ATT_GRADE_BONUS	Bonus k útoku na %d vteøin s Duchem plamene	SA
TOOLTIP_USE_SKILL_NOEGEOM_ATT_GRADE_BONUS	Bonus k útoku na %d vteøin s hnoucím meèem	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Bleskového vrhu: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_NOEJEON_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Bleskového vrhu: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_PABEOB_STUN	%d%% šance na omráèení se Zrušit kouzlo	SA
TOOLTIP_USE_SKILL_PAERYONG_HP_ABSORB	Absorbuje %d%% ZB s Øevem drakù	SA
TOOLTIP_USE_SKILL_PALBANG_HP_ABSORB	Absorbuje %d%% ZB se Smrští meèe	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Vlèího drápu: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_PASWAE_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Vlèího drápu: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_PASWAE_SP_ABSORB	Absorbuje %d%% MB s Vlèím drápem	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Vlèího dechu: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_SALPOONG_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Vlèího dechu: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Trojcestného støihu: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_SAMYEON_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Trojcestného støihu: -%d vteøin s 20%% šancí	SA
TOOLTIP_USE_SKILL_SAMYEON_STUN	%d%% šance na omráèení s Trojcestnım støihem	SA
TOOLTIP_USE_SKILL_SANGONG_ATT_GRADE_BONUS	Bonus k útoku na %d vteøin s Jedovatım mrakem	SA
TOOLTIP_USE_SKILL_SEOMJEON_KNOCKBACK	%d%% šance na odraení se Záludnım jedem	SA
TOOLTIP_USE_SKILL_SWAERYUNG_KNOCKBACK	%d%% šance na odraení s Ránou prstem	SA
TOOLTIP_USE_SKILL_TERROR_ATT_GRADE_BONUS	Bonus k útoku na %d vteøin se Strachem	SA
TOOLTIP_USE_SKILL_TUSOK_HP_ABSORB	Absorbuje %d%% ZB s Ránou ducha (S)	SA
TOOLTIP_USE_SKILL_YEONSA_HP_ABSORB	Absorbuje %d%% ZB s Opakovanou støelbou	SA
TOOLTIP_USE_SKILL_YONGBI_HP_ABSORB	Absorbuje %d%% ZB se Støílením na draky	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_10PER	Èas obnovení Draèího víru: -%d vteøin s 10%% šancí	SA
TOOLTIP_USE_SKILL_YONGKWON_NEXT_COOLTIME_DECREASE_20PER	Èas obnovení Draèího víru: -%d vteøin s 20%% šancí	SA
TOOLTIP_WARRIOR	Váleèník
TOOLTIP_WEAPON	Zbraò
